product_code,major category,minor category,production type,multiplication_factor
pp257,Shrimps,Shrimps,M. rosenbergii,1
pp258,Shrimps,Shrimps,Other [Specify],1
pp260,Sportsballs,Sportsballs,Other [Specify],1
pp259,Sportsballs,Sportsballs,Sportsballs,1
pp261,Tea,Tea,Camellia sinensis: Green leaf,0.22222
pp262,Tea,Tea,Other [Specify],1
pp618,Textile,Cotton,Cotton,1
pp619,Textile,Responsible fibres,Responsible fibres,1
pp264,Timber,Timber,Other [Specify],1
pp263,Timber,Timber,Timber,1
pp269,Vegetables,Beans & Green Beans (except French beans),Beans & Green Beans (except French beans),1
pp278,Vegetables,Cowpeas (leaves),Cowpeas (leaves),1
pp281,Vegetables,French Beans,French Beans,1
pp282,Vegetables,Garden peas,Garden peas,1
pp620,Vegetables,Green Beans,Green Beans,1
pp628,Vegetables,Green peas (any edible Pisum),Green peas (any edible Pisum),1
pp622,Vegetables,Leaves of cowpeas (Vigna unguiculata),Leaves of cowpeas (Vigna unguiculata),1
pp289,Vegetables,New Potatoes,New Potatoes,1
pp292,Vegetables,Peas (except garden peas),Peas (except garden peas),1
pp307,Vegetables,Amaranth,Amaranth,1
pp265,Vegetables,Artichoke,Artichoke,1
pp266,Vegetables,Asparagus,Asparagus,1
pp267,Vegetables,Baby corn,Baby corn,1
pp268,Vegetables,Barlotti Beans,Barlotti Beans,1
pp270,Vegetables,Beet,Beet,1
pp271,Vegetables,Broccoli,Broccoli,1
pp308,Vegetables,Brussel sprouts,Brussel sprouts,1
pp272,Vegetables,Cabbage,Cabbage,1
pp273,Vegetables,Carrot,Carrot,1
pp274,Vegetables,"Cassava, Mariot root, Tapioca root","Cassava, Mariot root, Tapioca root",1
pp275,Vegetables,Cauliflower,Cauliflower,1
pp276,Vegetables,Celery,Celery,1
pp277,Vegetables,Chard,Chard,1
pp279,Vegetables,Cucumber,Cucumber,1
pp280,Vegetables,Eggplant,Eggplant,1
pp635,Vegetables,Elephant garlic,Elephant garlic,1
pp283,Vegetables,Garlic,Garlic,1
pp284,Vegetables,Gherkin,Gherkin,1
pp310,Vegetables,Kale,Kale,1
pp285,Vegetables,Kidney Beans,Kidney Beans,1
pp621,Vegetables,Leaves of African nightshade,Leaves of African nightshade,1
pp286,Vegetables,Leek,Leek,1
pp287,Vegetables,Lettuce,Lettuce,1
pp623,Vegetables,Mallow-leaves of jute,Mallow-leaves of jute,1
pp288,Vegetables,Mung Beans,Mung Beans,1
pp290,Vegetables,Onion,Onion,1
pp043,Vegetables,Vegetables (other),Other dried vegetables [Specify],1
pp304,Vegetables,Vegetables (other),Other fresh vegetables [Specify],1
pp291,Vegetables,Palm heart,Palm heart,1
pp293,Vegetables,Peppers: Any Capsicum Annuum,Peppers: Any Capsicum Annuum,1
pp624,Vegetables,Pulses,Pulses,1
pp294,Vegetables,Pumpkin,Pumpkin,1
pp313,Vegetables,Radicchio,Radicchio,1
pp295,Vegetables,Radish,Radish,1
pp296,Vegetables,Shallots,Shallots,1
pp297,Vegetables,Slenderleaf,Slenderleaf,1
pp298,Vegetables,Spider plant,Spider plant,1
pp299,Vegetables,Spinach,Spinach,1
pp300,Vegetables,Squash,Squash,1
pp301,Vegetables,Sweet Potatoes (Ipomoea batatas),Sweet Potatoes (Ipomoea batatas),1
pp042,Vegetables,Tomatoes (dried),Tomatoes (dried),1
pp302,Vegetables,Tomatoes (fresh),Tomatoes (fresh),1
pp303,Vegetables,Zucchini,Zucchini,1
pp306,Wine grapes,Wine grapes (other),Other [Specify],1
pp625,Wine grapes,Red Wine grapes,Red Wine grapes,0.00143
pp626,Wine grapes,White Wine grapes,White Wine grapes,0.0016
pp305,Wine grapes,Wine grapes (not specified),Wine grapes (not specified),1
